block,timestep,rel_l2,mean_cos,cos_dist,frac_tokens_cos_below_0p9,baseline_token_norm_mean,injected_token_norm_mean,norm_ratio
20,49,0.9839246273040771,0.30221307277679443,0.6977869272232056,1.0,31.776697158813477,59.99360656738281,1.8879748976914421
25,0,0.4257325530052185,0.952927827835083,0.04707217216491699,0.017542613670229912,53.23649215698242,44.84537124633789,0.8423802814448967
25,2,0.5770019292831421,0.8691458106040955,0.13085418939590454,0.8634232878684998,39.883235931396484,37.442256927490234,0.9387968667310496
25,4,0.6323444247245789,0.8460314869880676,0.15396851301193237,0.9741477370262146,38.409584045410156,34.957984924316406,0.9101370346262261
25,6,0.6734836101531982,0.8226513862609863,0.17734861373901367,0.9932528138160706,37.82880783081055,34.111289978027344,0.9017278612265601
25,8,0.7061663269996643,0.8011502623558044,0.19884973764419556,0.9975141882896423,37.34633255004883,33.473052978515625,0.8962875520282342
25,10,0.736499547958374,0.7776136994361877,0.22238630056381226,0.9990056753158569,37.03689956665039,33.161399841308594,0.895361119027591
25,12,0.7706679701805115,0.7550695538520813,0.2449304461479187,0.999786913394928,36.816219329833984,33.001312255859375,0.8963797167819673
25,14,0.7966023087501526,0.73512864112854,0.26487135887145996,0.9997159242630005,36.711299896240234,32.81629180908203,0.8939016570329315
25,16,0.8338779807090759,0.7058954238891602,0.29410457611083984,0.9998579621315002,36.72084426879883,32.761268615722656,0.8921708982480948
25,18,0.8641523122787476,0.6824172139167786,0.31758278608322144,0.9998579621315002,36.657264709472656,32.65231704711914,0.8907461401145244
25,20,0.8932406902313232,0.6569743752479553,0.3430256247520447,0.999786913394928,36.64356231689453,32.70735549926758,0.8925812183982952
25,30,1.072716474533081,0.4814523756504059,0.5185476243495941,1.0,36.39934158325195,33.121517181396484,0.9099482501803368
25,40,1.1914315223693848,0.21036098897457123,0.7896390110254288,1.0,35.98310852050781,40.38356399536133,1.1222922547768648
25,49,1.2086907625198364,0.0009557789890095592,0.9990442210109904,1.0,36.92437744140625,54.2889518737793,1.470273993378173
29,0,0.18809832632541656,0.9877945184707642,0.01220548152923584,0.0,114.52670288085938,104.72059631347656,0.9143771162469946
29,2,0.301914244890213,0.9611179828643799,0.03888201713562012,0.00042613636469468474,113.13240051269531,104.3268814086914,0.922166248889806
29,4,0.31607550382614136,0.95673668384552,0.04326331615447998,0.000994318164885044,111.99104309082031,103.5458984375,0.9245908920906145
29,6,0.3340243399143219,0.9513038396835327,0.048696160316467285,0.011647727340459824,110.84310913085938,102.51782989501953,0.9248913234109017
29,8,0.34776070713996887,0.9470237493515015,0.052976250648498535,0.024289771914482117,109.61946105957031,101.34941101074219,0.924556735009544
29,10,0.36400771141052246,0.9418432712554932,0.058156728744506836,0.04140625149011612,108.35856628417969,100.07461547851562,0.9235505683608005
29,12,0.37744584679603577,0.9373006224632263,0.06269937753677368,0.062428977340459824,107.05949401855469,98.83853912353516,0.9232113417835252
29,14,0.3898402452468872,0.9328964352607727,0.0671035647392273,0.09758522361516953,105.66999816894531,97.57044219970703,0.9233504674024059
29,16,0.4084812104701996,0.9258676767349243,0.07413232326507568,0.15184658765792847,104.25785064697266,96.36793518066406,0.9243230565626696
29,18,0.42274513840675354,0.9203029870986938,0.07969701290130615,0.20276989042758942,102.65992736816406,94.95693969726562,0.9249659738870298
29,20,0.43900784850120544,0.913693904876709,0.08630609512329102,0.27421873807907104,100.96089172363281,93.48914337158203,0.9259936374917952
29,30,0.5546481013298035,0.8603686690330505,0.13963133096694946,0.8377841114997864,89.90523529052734,83.53303527832031,0.9291231484838968
29,40,0.8843913078308105,0.6202542185783386,0.3797457814216614,1.0,70.24014282226562,68.5517578125,0.9759626768692956
29,49,1.1402970552444458,-0.053850457072257996,1.053850457072258,1.0,35.969940185546875,72.67301940917969,2.0203819921385504
